Date,Temperature,Humidity,True_State
2024-04-29,57.17721498365213,54.98976638185633,1
2024-04-30,61.398786748933546,46.29522577770149,1
2024-05-01,57.70690361528501,58.46641800339091,1
2024-05-02,52.37854733415004,63.98868157289317,1
2024-05-03,54.30429135705059,61.338713328516306,1
2024-05-04,73.91888711744525,51.944971950223895,1
2024-05-05,59.257242974964754,57.96269931182368,1
2024-05-06,56.990156605518074,63.8012554731768,1
2024-05-07,65.53164552414222,63.85819074650668,1
2024-05-08,26.38330458774383,92.16924039201209,0
2024-05-09,21.148784058290538,74.83685465482853,0
2024-05-10,30.84864642195187,80.44696959572825,0
2024-05-11,32.44022039689375,87.900670475376,0
2024-05-12,29.400745403172007,80.5686473010649,0
2024-05-13,27.027419736378754,82.94164259230321,0
2024-05-14,58.4076074467483,58.40471489466829,1
2024-05-15,62.71741576481889,65.174604635403,1
2024-05-16,48.95946724163061,61.80389212336714,1
2024-05-17,58.64898340661231,64.73808468830704,1
2024-05-18,58.74938699462744,66.5052621658115,1
2024-05-19,86.6179348975798,28.848350461870556,2
2024-05-20,95.25796520335834,35.782275188772644,2
2024-05-21,82.09874031628236,40.08026709321965,2
2024-05-22,88.80410666984916,44.11552487872503,2
2024-05-23,94.46205409907606,40.47810222944696,2
2024-05-24,85.57592029041008,41.43470630612149,2
2024-05-25,30.825971900602884,82.84468337234821,0
2024-05-26,25.625966431276492,77.99813563416224,0
2024-05-27,32.54689058168053,86.23663527615862,0
2024-05-28,34.82961003979795,80.41027435576399,0
2024-05-29,27.563024880394263,82.01910279339653,0
2024-05-30,54.543047813532645,55.914992803695526,1
2024-05-31,67.54885656229811,62.01017240023461,1
2024-06-01,58.262366331135226,64.14569342292634,1
2024-06-02,66.43487481924797,57.7768122087718,1
2024-06-03,87.86296028775263,37.23677113326497,2
2024-06-04,94.81925159357681,44.86778723760062,2
2024-06-05,96.9295166064555,45.04301474924418,2
2024-06-06,81.8389096028574,41.40482160459099,2
2024-06-07,84.70807298576474,37.43542812514292,2
2024-06-08,90.85297101790431,44.17782699174952,2
2024-06-09,85.54578328774461,28.376401692737993,2
2024-06-10,90.90265420902716,53.217857916992756,2
2024-06-11,88.98576890164924,40.234577174751294,2
2024-06-12,98.91081809268039,42.95137309530894,2
2024-06-13,61.08430518491469,62.21058332656737,1
2024-06-14,61.251219662868245,54.30122785921647,1
2024-06-15,53.292774211001515,69.43414056062119,1
2024-06-16,60.91941675952579,60.50047721289849,1
2024-06-17,29.54886167971895,83.90536633808226,0
2024-06-18,42.693455508687435,82.61976333553896,0
2024-06-19,27.059565868427235,79.33299571054228,0
2024-06-20,35.354982336026275,77.08599699293501,0
2024-06-21,34.26123244515134,68.39631313010935,0
2024-06-22,28.850602142768068,83.14070006740334,0
2024-06-23,36.35062773287858,75.90762891478805,0
2024-06-24,22.48617491184698,78.69632417554091,0
2024-06-25,24.372904961265554,79.25481666635235,0
2024-06-26,29.966732726843812,73.40427477399028,0
2024-06-27,64.02219555055433,59.213930533177745,1
2024-06-28,65.40229934502675,50.77547379851953,1
2024-06-29,54.914039147273044,62.583346543240616,1
2024-06-30,56.00444714587368,59.17732170975152,1
2024-07-01,90.00349558778588,40.79127990476684,2
2024-07-02,86.61216893633147,40.74643281736239,2
2024-07-03,86.0872814738276,43.37140234373388,2
2024-07-04,89.42577990258488,40.77518311797759,2
2024-07-05,102.84963419845167,34.464477726999895,2
2024-07-06,96.94291134520144,26.703243214753137,2
2024-07-07,79.60811672540528,33.79679961156214,2
2024-07-08,84.11235817362532,41.01850899069425,2
2024-07-09,61.44921132084234,58.725893658138176,1
2024-07-10,59.25061016618769,62.6388238046583,1
2024-07-11,94.16611938810371,33.36730491945121,2
2024-07-12,88.19054514383498,39.652050885434946,2
2024-07-13,92.42657998280227,36.136664288632645,2
2024-07-14,89.55389412203165,40.149918172635786,2
2024-07-15,86.47764948270235,36.35842425026057,2
2024-07-16,90.49372888818667,39.34827427006396,2
2024-07-17,92.50238759710317,34.73370639677502,2
2024-07-18,88.24659236060606,38.85391974223204,2
2024-07-19,94.06931954061803,35.29793112716049,2
2024-07-20,61.173260025775434,61.263777537689435,1
2024-07-21,68.23198621339986,54.96455317846869,1
2024-07-22,56.71383340941253,55.313221588883394,1
2024-07-23,51.651104139658,68.82343467131359,1
2024-07-24,23.792493845254388,75.91847295472577,0
2024-07-25,36.5788325414108,71.23446476530893,0
2024-07-26,33.7817578464369,72.93487827329112,0
2024-07-27,36.23347368264793,69.15061156479571,0
2024-07-28,21.232652918746687,77.27538882520545,0
2024-07-29,34.859113450863674,79.84520874681714,0
2024-07-30,28.321424635567148,86.73022103732359,0
2024-07-31,40.77619769216537,83.36128642206886,0
2024-08-01,26.885727484493582,77.90928482995363,0
2024-08-02,23.557763101213375,80.50408711127027,0
2024-08-03,21.85203507011836,82.7593182765475,0
2024-08-04,40.02787022819977,83.58795789896524,0
2024-08-05,27.654261399025327,82.63468706315895,0
2024-08-06,38.102667225829386,87.8524731763057,0
2024-08-07,54.98121054218315,62.55148194791162,1
2024-08-08,59.209492549649006,64.03296623956844,1
2024-08-09,61.91806976908386,48.151392952577766,1
2024-08-10,28.259934568515806,80.99279181448146,0
2024-08-11,22.82817516420577,82.90511004932993,0
2024-08-12,22.37992379136485,76.00780476291473,0
2024-08-13,36.706559598500675,75.58111105567866,0
2024-08-14,92.86983479600838,31.232131410456567,2
2024-08-15,100.40657328382571,38.47723180756371,2
2024-08-16,90.4766040347386,40.895183982744825,2
2024-08-17,93.03783432165679,32.40410008506912,2
2024-08-18,89.97331764581668,36.706155871093216,2
2024-08-19,81.55221386960865,44.93561100064355,2
2024-08-20,88.23913508200205,41.2126021280626,2
2024-08-21,90.89922709364029,38.32573863811943,2
2024-08-22,69.87513676815391,59.763676736854954,1
2024-08-23,52.21023841161666,57.998093199083414,1
2024-08-24,62.49868810056055,62.662975546852756,1
2024-08-25,24.56109532369119,84.64741253672385,0
2024-08-26,21.1856653556448,85.72067601308208,0
2024-08-27,23.403260554312972,78.86877390495663,0
2024-08-28,65.3228433901335,60.59802834443535,1
2024-08-29,94.08349258856785,43.09330979854966,2
2024-08-30,96.43134306702301,45.31104925456856,2
2024-08-31,87.73127845731779,43.16470816896732,2
2024-09-01,22.367240691511267,79.71047546331107,0
2024-09-02,64.0924236731927,60.66923827123,1
2024-09-03,62.233198657585426,58.93363812017104,1
2024-09-04,95.64534718767571,39.59792113145504,2
2024-09-05,87.67274908797974,44.43258706284527,2
2024-09-06,82.9742003881777,42.505166717586725,2
2024-09-07,84.7875756288643,46.38963414619083,2
2024-09-08,88.69486373376603,40.674923604098446,2
2024-09-09,92.06285198322061,30.35157701842921,2
2024-09-10,86.74707579221571,45.217729546432764,2
2024-09-11,64.33882512085444,61.41516102697608,1
2024-09-12,53.25268214287238,62.9275173042929,1
2024-09-13,93.56699795102723,40.235086065618724,2
2024-09-14,96.11585475295729,36.58284104934938,2
2024-09-15,87.45071211250013,27.576942104570925,2
2024-09-16,64.59913755073832,61.56930981735067,1
2024-09-17,51.590898374333854,51.20700500002926,1
2024-09-18,85.63684686314494,43.96828970990177,2
2024-09-19,58.49819755955686,55.976065416698376,1
2024-09-20,54.96942053458252,54.745440210859066,1
2024-09-21,50.3316084944622,53.96302084176813,1
2024-09-22,54.64710960161416,63.413116182285734,1
2024-09-23,59.17138473426692,55.872075784912695,1
2024-09-24,71.54861377703094,56.680515432266674,1
2024-09-25,65.83551457191818,68.10554278893858,1
2024-09-26,52.15019831171328,60.36981482036784,1
2024-09-27,57.41233174545888,57.00537801720332,1
2024-09-28,62.77688408403454,56.885647517883584,1
2024-09-29,57.52015476836765,59.15942552187353,1
2024-09-30,88.13300365811715,34.132148964939375,2
2024-10-01,93.97953252423737,45.242654692538004,2
2024-10-02,91.71809294767608,38.11723674488867,2
2024-10-03,86.4739463183511,36.48189968536777,2
2024-10-04,101.78688182516355,44.68919150783322,2
2024-10-05,85.7994496070833,40.8234891371857,2
2024-10-06,88.18732487450319,42.91900188078145,2
2024-10-07,92.71749551394672,45.418048269527354,2
2024-10-08,85.74721770668903,40.52367649319065,2
2024-10-09,81.25726507521237,33.713298497855774,2
2024-10-10,64.4205041827959,55.24658104297337,1
2024-10-11,55.79545600976073,59.95860962724975,1
2024-10-12,33.4738051542327,74.69586602082951,0
2024-10-13,12.59595585619958,75.64888378928244,0
2024-10-14,36.02814038976419,81.71567525508436,0
2024-10-15,36.619374018936064,74.34091928933653,0
2024-10-16,21.80301866167972,82.31274276323771,0
2024-10-17,31.20011368842523,81.52777160188629,0
2024-10-18,34.66498321325284,82.1084246195613,0
2024-10-19,62.02808796570189,63.5750350690057,1
2024-10-20,62.512083160935134,64.28722965858702,1
2024-10-21,65.04260412389291,67.65844400620458,1
2024-10-22,56.7540433754816,62.40281053705374,1
2024-10-23,58.14838315701352,55.832205063603666,1
2024-10-24,56.55229839459817,62.47477758780763,1
2024-10-25,62.091262773930005,62.002060146192186,1
2024-10-26,28.871431762153335,80.01707375589206,0
2024-10-27,34.08876347938025,72.55303470175348,0
2024-10-28,30.12321049214292,80.44978074063395,0
2024-10-29,33.76652134538825,73.24875794028587,0
2024-10-30,37.475668727587056,81.06815212214255,0
2024-10-31,31.332902733474683,77.99310121333886,0
2024-11-01,92.69011177398421,40.23977025141553,2
2024-11-02,96.04490972053233,32.79252875968192,2
2024-11-03,90.87772914945253,42.042561741887134,2
2024-11-04,89.06813802818453,37.97667088346477,2
2024-11-05,88.18521360515646,40.87319634683914,2
2024-11-06,80.95020549509647,44.82507480531615,2
2024-11-07,57.59934066152075,60.63901348683391,1
2024-11-08,31.835511333940335,77.37097306343522,0
2024-11-09,89.34480796500502,29.82379879687248,2
2024-11-10,93.66061803666535,45.40034500161082,2
2024-11-11,81.49503224030623,37.96753561651869,2
2024-11-12,83.85065310879592,39.11129839256297,2
2024-11-13,63.2431816736048,64.93654449628312,1
2024-11-14,65.60926594713425,66.55271912346106,1
2024-11-15,58.88793610772217,54.2652068563328,1
2024-11-16,59.42704849846016,63.16633751151788,1
2024-11-17,53.86370109539571,68.30068476724121,1
2024-11-18,64.4894426938017,58.96716415784336,1
2024-11-19,56.445640347943794,56.65439459443679,1
2024-11-20,90.37103106900078,38.85298698634824,2
2024-11-21,94.75251377641312,38.285120858486856,2
2024-11-22,92.52750905305746,39.85537557912565,2
2024-11-23,91.34834678698536,38.849717822018086,2
2024-11-24,93.5385777062481,43.61270040145038,2
2024-11-25,92.29964512911071,43.037571635747526,2
2024-11-26,85.27815611228473,41.6162288145449,2
2024-11-27,96.24600883743767,42.45702283509749,2
2024-11-28,24.846412485992385,79.75116745175458,0
2024-11-29,31.874889691698545,76.21300241550846,0
2024-11-30,23.208644016383236,78.41951065781737,0
2024-12-01,26.29583796016149,79.92855484305015,0
2024-12-02,52.042976762518556,62.82350531268078,1
2024-12-03,56.82697482353321,64.97876118340677,1
2024-12-04,58.61550580101811,59.873054768077566,1
2024-12-05,29.13482560651541,76.55920154949864,0
2024-12-06,42.3613973113633,77.52066910996358,0
2024-12-07,35.1176076123283,74.53185526968302,0
2024-12-08,31.860656955465807,82.39436081965918,0
2024-12-09,29.87911511450935,77.14497640180214,0
2024-12-10,28.68339048693018,77.9835524901344,0
2024-12-11,42.010131409177276,79.8869845527759,0
2024-12-12,32.62444389331975,88.90812545212684,0
2024-12-13,25.618406660129093,80.18830116583969,0
2024-12-14,28.654069341593054,79.56930777258319,0
2024-12-15,29.10494016441257,76.34061457184892,0
2024-12-16,30.977051424983166,74.6868361129195,0
2024-12-17,64.94441368654509,63.11654903327302,1
2024-12-18,57.53268591817992,57.7750833931307,1
2024-12-19,61.37755281174127,56.00727342196909,1
2024-12-20,39.059900620674355,81.78962864345884,0
2024-12-21,31.966315756918387,83.40722540178643,0
2024-12-22,27.102683629649647,85.44504990892386,0
2024-12-23,30.57266683107732,84.75072735499415,0
2024-12-24,59.01023436715835,66.58639113365592,1
2024-12-25,62.00671813512395,70.91253512088544,1
2024-12-26,58.15239191588885,61.022746980453725,1
2024-12-27,54.84211876564921,57.3535088122689,1
2024-12-28,63.09343273923953,65.6466221876975,1
2024-12-29,74.8250517586036,59.5168554668839,1
2024-12-30,85.333932961772,43.766628801886206,2
